
[+] Resolving hosts from [ host.txt ]
+-----------------------------------------------------------------------------+-----------------+-------+
| Hostname                                                                    | IP              | RType |
| whm.complaint.ici.com.pk                                                    | 104.223.95.199  |   A   |
| whm.corporate-solutions.pyo.org.pk                                          | 23.111.141.26   |   A   |
| whm.cpec.pide.org.pk                                                        | unresolvable    | error |
| whm.cs.balochistan.gov.pk                                                   | 192.185.182.82  |   A   |
| whm.cs.nova.net.pk                                                          | 87.98.174.159   |   A   |
| whm.csit.superior.edu.pk                                                    | 162.241.85.206  |   A   |
| whm.ctc.pyo.org.pk                                                          | 23.111.141.26   |   A   |
| whm.cup.org.pk                                                              | 166.62.6.102    | CNAME |
| whm.daewoo.com.pk                                                           | 144.76.139.14   |   A   |
| whm.daslorealpak.sidathyder.com.pk                                          | 173.205.126.118 |   A   |
| whm.databank.picg.org.pk                                                    | 64.27.62.186    |   A   |
| whm.demo.baqai.edu.pk                                                       | 50.87.151.20    |   A   |
| whm.demo.ocean.net.pk                                                       | 217.79.245.243  |   A   |
| whm.demo.ur.ici.com.pk                                                      | 104.223.95.199  |   A   |
| whm.demo1.pyo.org.pk                                                        | 23.111.141.26   |   A   |
| whm.demoalumni.superior.edu.pk                                              | 162.241.85.206  |   A   |
| whm.demolms.superior.edu.pk                                                 | 162.241.85.206  |   A   |
| whm.demoportal.baqai.edu.pk                                                 | 50.87.151.20    |   A   |
| whm.dev.superior.edu.pk                                                     | 162.241.85.206  |   A   |
| whm.diamondbanquet.sidathyder.com.pk                                        | 173.205.126.118 |   A   |
| whm.directory.kinnaird.edu.pk                                               | 116.202.132.25  |   A   |
| whm.dit.balochistan.gov.pk                                                  | 192.185.182.82  |   A   |
| whm.downloads.nha.gov.pk                                                    | 23.226.129.112  |   A   |
| whm.dsc.pizzahut.com.pk                                                     | 23.226.129.112  |   A   |
| whm.e-resource.cmhlahore.edu.pk                                             | 65.21.166.30    |   A   |
| whm.ebidding.nha.gov.pk                                                     | 23.226.129.112  |   A   |
| whm.ec.icap.org.pk                                                          | 72.18.130.175   |   A   |
| whm.ectivepro.pyo.org.pk                                                    | 23.111.141.26   |   A   |
| whm.edoctor.net.pk                                                          | 192.154.254.69  |   A   |
| whm.edsr.peshawarhighcourt.gov.pk                                           | 217.79.245.242  |   A   |
| whm.ee.superior.edu.pk                                                      | 162.241.85.206  |   A   |
| whm.ees.net.pk                                                              | 167.114.30.173  |   A   |
